C/C,N/C,O/C,S/C,C/N,N/N,O/N,S/N,C/O,N/O,O/O,S/O,C/S,N/S,O/S,S/S,C/P,N/P,O/P,S/P,C/F,N/F,O/F,S/F,C/Cl,N/Cl,O/Cl,S/Cl,C/Br,N/Br,O/Br,S/Br,C/I,N/I,O/I,S/I,gauss1(inter),gauss2(inter),repulsion(inter),hydrophobic(inter),Hydrogen(inter),receptor-ligand
 2055.0000,  517.0000,  506.0000,   34.0000,  166.0000,   41.0000,   44.0000,    4.0000,  444.0000,  114.0000,  102.0000,    7.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   73.3530,  897.0089,    1.4585,   51.1763,    0.3911,  2yrq.pdbqt; Z1166113004.pdbqt; 2yrq_pocket.pdbqt
 2108.0000,  580.0000,  566.0000,   20.0000,  283.0000,   79.0000,   71.0000,    3.0000,  191.0000,   48.0000,   48.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   86.7830,  952.4317,    1.5356,   52.5697,    0.2134,  2yrq.pdbqt; Z68437446.pdbqt; 2yrq_pocket.pdbqt
 1735.0000,  434.0000,  411.0000,    7.0000,  258.0000,   72.0000,   62.0000,    1.0000,  161.0000,   44.0000,   36.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   67.7417,  813.0002,    0.7182,   37.5208,    0.6363,  2yrq.pdbqt; Z1014804078.pdbqt; 2yrq_pocket.pdbqt
 2450.0000,  606.0000,  625.0000,   17.0000,  407.0000,  103.0000,  105.0000,    3.0000,  278.0000,   71.0000,   68.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   81.5189, 1027.2462,    1.4972,   46.6040,    0.7348,  2yrq.pdbqt; Z1849595755.pdbqt; 2yrq_pocket.pdbqt
 2153.0000,  573.0000,  502.0000,   25.0000,  529.0000,  137.0000,  130.0000,    6.0000,  210.0000,   56.0000,   51.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   56.0000,   15.0000,   15.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   79.9595, 1038.6941,    1.2527,   48.9637,    0.8511,  2yrq.pdbqt; Z1170443666.pdbqt; 2yrq_pocket.pdbqt
 1669.0000,  419.0000,  376.0000,   12.0000,  296.0000,   70.0000,   63.0000,    2.0000,  186.0000,   43.0000,   42.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   65.0011,  763.4991,    0.7026,   32.1747,    0.9850,  2yrq.pdbqt; Z79605400.pdbqt; 2yrq_pocket.pdbqt
 2039.0000,  530.0000,  471.0000,   17.0000,  243.0000,   56.0000,   52.0000,    2.0000,  186.0000,   41.0000,   35.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   71.1276,  893.1077,    1.7421,   54.9466,    2.6011,  2yrq.pdbqt; Z2647058224.pdbqt; 2yrq_pocket.pdbqt
 2310.0000,  593.0000,  513.0000,   28.0000,  287.0000,   70.0000,   56.0000,    3.0000,  273.0000,   72.0000,   60.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   87.6709,  970.7683,    2.0799,   65.7380,    1.6541,  2yrq.pdbqt; Z14179982.pdbqt; 2yrq_pocket.pdbqt
 1897.0000,  460.0000,  426.0000,   26.0000,  231.0000,   55.0000,   46.0000,    3.0000,  336.0000,   75.0000,   70.0000,    4.0000,   82.0000,   21.0000,   13.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   63.6052,  838.5900,    0.5925,   46.8927,    0.6512,  2yrq.pdbqt; Z991603410.pdbqt; 2yrq_pocket.pdbqt
 2467.0000,  670.0000,  598.0000,   31.0000,  624.0000,  149.0000,  136.0000,    9.0000,  194.0000,   58.0000,   53.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   94.0000,   27.0000,   26.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   83.3275, 1139.1666,    1.5207,   41.0387,    1.0129,  2yrq.pdbqt; Z1165360523.pdbqt; 2yrq_pocket.pdbqt
 2539.0000,  641.0000,  622.0000,   35.0000,  421.0000,  107.0000,  101.0000,    7.0000,  366.0000,   87.0000,   76.0000,    5.0000,  130.0000,   31.0000,   29.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  101.3704, 1165.6099,    1.7304,   44.8167,    1.1835,  2yrq.pdbqt; Z225103082.pdbqt; 2yrq_pocket.pdbqt
 2110.0000,  534.0000,  487.0000,   31.0000,  362.0000,   97.0000,   95.0000,    6.0000,  167.0000,   40.0000,   44.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   54.5373,  902.9150,    0.8992,   24.9752,    0.9143,  2yrq.pdbqt; Z3469325542.pdbqt; 2yrq_pocket.pdbqt
 2215.0000,  570.0000,  518.0000,   30.0000,  287.0000,   77.0000,   59.0000,    4.0000,  268.0000,   70.0000,   59.0000,    4.0000,   74.0000,   21.0000,   17.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,  244.0000,   61.0000,   65.0000,    6.0000,   74.0000,   19.0000,   17.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   80.7978, 1050.9150,    0.8950,   53.2580,    0.8132,  2yrq.pdbqt; Z68450461.pdbqt; 2yrq_pocket.pdbqt
 2510.0000,  657.0000,  584.0000,   32.0000,  323.0000,   84.0000,   75.0000,    4.0000,  305.0000,   78.0000,   70.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   80.6236,  996.1248,    1.4557,   57.8871,    0.0000,  2yrq.pdbqt; Z89292607.pdbqt; 2yrq_pocket.pdbqt
 2082.0000,  520.0000,  500.0000,   24.0000,  248.0000,   63.0000,   52.0000,    3.0000,  362.0000,   92.0000,   88.0000,    4.0000,   78.0000,   17.0000,   15.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   63.1441,  861.7950,    1.4288,   46.5918,    2.4483,  2yrq.pdbqt; Z355146498.pdbqt; 2yrq_pocket.pdbqt
 2076.0000,  533.0000,  436.0000,   26.0000,  363.0000,   85.0000,   72.0000,    5.0000,  504.0000,  127.0000,  103.0000,    6.0000,   93.0000,   23.0000,   18.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   57.5869,  992.9543,    0.9524,   36.6855,    0.8496,  2yrq.pdbqt; Z26445713.pdbqt; 2yrq_pocket.pdbqt
 2023.0000,  554.0000,  495.0000,   19.0000,  397.0000,  103.0000,  100.0000,    4.0000,  388.0000,  100.0000,   96.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   75.0171,  979.4245,    1.8586,   40.7455,    2.5179,  2yrq.pdbqt; Z83274759.pdbqt; 2yrq_pocket.pdbqt
 2110.0000,  553.0000,  497.0000,   25.0000,  330.0000,   86.0000,   77.0000,    4.0000,  279.0000,   78.0000,   66.0000,    4.0000,   78.0000,   24.0000,   21.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   85.0000,   27.0000,   23.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   78.7190,  952.8572,    2.2561,   44.3116,    1.1464,  2yrq.pdbqt; Z98997955.pdbqt; 2yrq_pocket.pdbqt
 1326.0000,  350.0000,  280.0000,   17.0000,  346.0000,   89.0000,   75.0000,    4.0000,  191.0000,   45.0000,   43.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   65.2618,  622.4145,    1.7092,   40.2262,    3.0160,  2yrq.pdbqt; Z1455656891.pdbqt; 2yrq_pocket.pdbqt
 2055.0000,  530.0000,  453.0000,   25.0000,  450.0000,  113.0000,   96.0000,    5.0000,  254.0000,   63.0000,   58.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   77.0944,  938.0073,    1.2230,   38.4194,    1.1575,  2yrq.pdbqt; Z2203142260.pdbqt; 2yrq_pocket.pdbqt
 2281.0000,  610.0000,  561.0000,   25.0000,  429.0000,  113.0000,  106.0000,    4.0000,  361.0000,   97.0000,   97.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   93.3023, 1097.2329,    0.8139,   32.1231,    0.8025,  2yrq.pdbqt; Z2131905845.pdbqt; 2yrq_pocket.pdbqt
 1623.0000,  410.0000,  348.0000,   20.0000,  432.0000,  108.0000,   85.0000,    6.0000,  255.0000,   64.0000,   55.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   63.2627,  791.8990,    0.6339,   28.4381,    0.0000,  2yrq.pdbqt; Z1424282251.pdbqt; 2yrq_pocket.pdbqt
 1807.0000,  480.0000,  435.0000,   22.0000,  446.0000,  109.0000,   90.0000,    5.0000,  360.0000,   88.0000,   81.0000,    5.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   68.7257,  876.3335,    1.1910,   44.4223,    0.3124,  2yrq.pdbqt; Z54662802.pdbqt; 2yrq_pocket.pdbqt
 2262.0000,  568.0000,  470.0000,   25.0000,  335.0000,   80.0000,   69.0000,    4.0000,  157.0000,   40.0000,   30.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   67.1762,  980.7434,    1.1279,   51.4689,    0.5434,  2yrq.pdbqt; Z225109106.pdbqt; 2yrq_pocket.pdbqt
 1114.0000,  305.0000,  273.0000,   12.0000,  688.0000,  174.0000,  171.0000,    9.0000,  149.0000,   34.0000,   29.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   67.1912,  710.9709,    1.2611,   32.2666,    1.4032,  2yrq.pdbqt; Z335580632.pdbqt; 2yrq_pocket.pdbqt
 1859.0000,  497.0000,  450.0000,   25.0000,  452.0000,  124.0000,  112.0000,    6.0000,  154.0000,   32.0000,   31.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   69.2296,  813.1461,    1.2286,   33.8773,    0.9412,  2yrq.pdbqt; Z1759962128.pdbqt; 2yrq_pocket.pdbqt
 1793.0000,  450.0000,  415.0000,   22.0000,  526.0000,  141.0000,  114.0000,    7.0000,  112.0000,   28.0000,   25.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   85.0000,   20.0000,   20.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,   63.4115,  806.9405,    0.9485,   35.9966,    0.3636,  2yrq.pdbqt; Z1343404128.pdbqt; 2yrq_pocket.pdbqt
 1713.0000,  461.0000,  377.0000,   15.0000,  321.0000,   83.0000,   77.0000,    1.0000,  196.0000,   51.0000,   52.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   73.1613,  795.0225,    1.1202,   45.7894,    1.1381,  2yrq.pdbqt; Z1418869274.pdbqt; 2yrq_pocket.pdbqt
 1438.0000,  372.0000,  293.0000,   13.0000,  278.0000,   73.0000,   52.0000,    4.0000,   58.0000,   14.0000,   11.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  194.0000,   50.0000,   37.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   71.6378,  649.1627,    0.7411,   49.2885,    0.5813,  2yrq.pdbqt; Z223587498.pdbqt; 2yrq_pocket.pdbqt
 1678.0000,  449.0000,  362.0000,   21.0000,  233.0000,   61.0000,   51.0000,    3.0000,  103.0000,   24.0000,   20.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   64.9998,  633.1668,    1.8703,   52.1849,    2.1897,  2yrq.pdbqt; Z245063232.pdbqt; 2yrq_pocket.pdbqt
 2267.0000,  592.0000,  523.0000,   19.0000,  560.0000,  147.0000,  129.0000,    5.0000,  244.0000,   60.0000,   51.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   62.8287, 1023.7460,    1.0474,   35.6654,    0.9537,  2yrq.pdbqt; Z1688099895.pdbqt; 2yrq_pocket.pdbqt
 2285.0000,  600.0000,  486.0000,   30.0000,  392.0000,   95.0000,   85.0000,    5.0000,  175.0000,   49.0000,   38.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   63.0000,   16.0000,   15.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   85.7943,  957.8154,    1.3920,   55.4973,    1.0953,  2yrq.pdbqt; Z1170443834.pdbqt; 2yrq_pocket.pdbqt
 2160.0000,  548.0000,  528.0000,   27.0000,  188.0000,   43.0000,   45.0000,    2.0000,  261.0000,   59.0000,   65.0000,    4.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   62.0000,   20.0000,   18.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   69.3278,  832.2458,    0.7381,   45.1684,    0.5822,  2yrq.pdbqt; Z99137611.pdbqt; 2yrq_pocket.pdbqt
 1753.0000,  449.0000,  403.0000,    8.0000,  339.0000,   92.0000,   82.0000,    1.0000,  105.0000,   27.0000,   25.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   57.7168,  798.6778,    1.1125,   28.7767,    2.1475,  2yrq.pdbqt; Z4076456907.pdbqt; 2yrq_pocket.pdbqt
 1461.0000,  393.0000,  297.0000,   19.0000,  460.0000,  113.0000,   89.0000,    6.0000,    0.0000,    0.0000,    0.0000,    0.0000,   72.0000,   16.0000,   14.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   53.0266,  701.8703,    0.5442,   48.2353,    0.6367,  2yrq.pdbqt; Z1623889224.pdbqt; 2yrq_pocket.pdbqt
 2230.0000,  583.0000,  523.0000,   29.0000,  350.0000,   91.0000,   86.0000,    4.0000,   87.0000,   22.0000,   19.0000,    1.0000,   84.0000,   23.0000,   21.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   83.6360,  889.0459,    1.9570,   40.0585,    1.6729,  2yrq.pdbqt; Z98625071.pdbqt; 2yrq_pocket.pdbqt
 2101.0000,  576.0000,  514.0000,   27.0000,  707.0000,  183.0000,  162.0000,   10.0000,  118.0000,   29.0000,   29.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   83.2435,  998.2047,    0.6648,   39.8436,    0.6962,  2yrq.pdbqt; Z1849816748.pdbqt; 2yrq_pocket.pdbqt
 2441.0000,  666.0000,  603.0000,   24.0000,  400.0000,  107.0000,   99.0000,    4.0000,  123.0000,   31.0000,   26.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   83.5723, 1003.9779,    1.6933,   51.5034,    1.1147,  2yrq.pdbqt; Z1187927440.pdbqt; 2yrq_pocket.pdbqt
 2310.0000,  624.0000,  568.0000,   28.0000,  547.0000,  151.0000,  137.0000,    7.0000,  212.0000,   51.0000,   50.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   82.2899,  988.0948,    1.6603,   47.0678,    2.1129,  2yrq.pdbqt; Z383087394.pdbqt; 2yrq_pocket.pdbqt
 1970.0000,  517.0000,  435.0000,   22.0000,  641.0000,  163.0000,  137.0000,    7.0000,  278.0000,   65.0000,   56.0000,    3.0000,  135.0000,   33.0000,   24.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   76.0000,   16.0000,   16.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   78.2263, 1013.2487,    1.6318,   41.6626,    1.8226,  2yrq.pdbqt; Z88975645.pdbqt; 2yrq_pocket.pdbqt
 2243.0000,  578.0000,  498.0000,   28.0000,  525.0000,  135.0000,  120.0000,    6.0000,  228.0000,   51.0000,   46.0000,    3.0000,  105.0000,   28.0000,   24.0000,    2.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   76.9766, 1007.1560,    0.9490,   35.3393,    0.4116,  2yrq.pdbqt; Z106408446.pdbqt; 2yrq_pocket.pdbqt
 1745.0000,  422.0000,  443.0000,    9.0000,  716.0000,  166.0000,  170.0000,    5.0000,  126.0000,   28.0000,   27.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   74.6075,  852.5543,    2.1018,   43.5982,    3.1727,  2yrq.pdbqt; Z83277019.pdbqt; 2yrq_pocket.pdbqt
 2079.0000,  552.0000,  480.0000,   31.0000,  447.0000,  112.0000,   98.0000,    6.0000,   85.0000,   23.0000,   22.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,  112.0000,   29.0000,   25.0000,    1.0000,   55.0000,   15.0000,   15.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   57.9046,  891.6622,    0.8534,   35.2194,    0.0000,  2yrq.pdbqt; Z94729234.pdbqt; 2yrq_pocket.pdbqt
 2182.0000,  554.0000,  517.0000,   27.0000,  476.0000,  116.0000,  110.0000,    5.0000,  310.0000,   77.0000,   78.0000,    3.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   73.4347,  937.3019,    1.8953,   56.0400,    2.4842,  2yrq.pdbqt; Z106917638.pdbqt; 2yrq_pocket.pdbqt
 1847.0000,  456.0000,  384.0000,   20.0000,  350.0000,   89.0000,   77.0000,    4.0000,  410.0000,  104.0000,  100.0000,    4.0000,  113.0000,   28.0000,   30.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   83.8985,  917.7092,    2.2365,   36.0467,    4.7110,  2yrq.pdbqt; Z134787632.pdbqt; 2yrq_pocket.pdbqt
 2134.0000,  553.0000,  525.0000,    7.0000,  220.0000,   54.0000,   47.0000,    2.0000,  190.0000,   49.0000,   40.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   67.6353,  995.9137,    1.1772,   42.7968,    1.0594,  2yrq.pdbqt; Z2433619118.pdbqt; 2yrq_pocket.pdbqt
 2219.0000,  544.0000,  559.0000,   18.0000,  420.0000,  103.0000,  109.0000,    3.0000,  410.0000,  104.0000,   98.0000,    1.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,    0.0000,   75.6782,  972.6846,    1.2871,   41.2383,    0.8443,  2yrq.pdbqt; Z1849599548.pdbqt; 2yrq_pocket.pdbqt
